_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,what_is_the_tweets_overall_attitude_toward_hillary_clinton,content,expert_label,id,what_is_the_tweets_overall_attitude_toward_hillary_clinton_gold
1713228592,5/2/2018 18:48:36,3639838346,5/2/2018 18:48:10,false,instagc,0.6667,22431902,GBR,G6,Hull,5.198.34.32,1,Hillary fought the balrog and emerged Hillary the White #debatenight,1,1,
1713228592,5/2/2018 18:48:39,3639838427,5/2/2018 18:48:11,false,neodev,0.7033,43936902,KEN,"","",154.79.40.150,1,Hillary fought the balrog and emerged Hillary the White #debatenight,1,1,
1713228592,5/2/2018 18:48:40,3639838445,5/2/2018 18:47:58,false,clixsense,0.7233,41464708,BGR,61,Varna,79.100.58.204,2,Hillary fought the balrog and emerged Hillary the White #debatenight,1,1,
1713228592,5/2/2018 18:49:33,3639840012,5/2/2018 18:48:16,false,clixsense,0.3333,36841019,IND,16,Mumbai,49.33.99.125,2,Hillary fought the balrog and emerged Hillary the White #debatenight,1,1,
1713228592,5/2/2018 18:49:46,3639840245,5/2/2018 18:48:21,false,elite,0.5726,42284682,SRB,"","",185.37.26.57,1,Hillary fought the balrog and emerged Hillary the White #debatenight,1,1,
1713228592,5/2/2018 18:49:57,3639840679,5/2/2018 18:48:05,false,elite,0.5978,36378612,BIH,01,Zivinice,109.175.6.99,2,Hillary fought the balrog and emerged Hillary the White #debatenight,1,1,
1713228592,5/2/2018 18:51:09,3639843139,5/2/2018 18:48:14,false,neodev,0.6857,43966055,EGY,11,Cairo,156.204.148.66,2,Hillary fought the balrog and emerged Hillary the White #debatenight,1,1,
1713228593,5/2/2018 18:49:10,3639839118,5/2/2018 18:48:27,false,neodev,0.7625,44116459,VEN,"","",186.90.99.150,1,We've got our #debatenight snacks ready to go. Clinton Family cookie recipe! #ImWithHer @HillaryClinton https://t.co/fvIm1TzhR1,1,2,
1713228593,5/2/2018 18:49:26,3639839659,5/2/2018 18:49:12,false,instagc,0.6667,22431902,GBR,G6,Hull,5.198.34.32,1,We've got our #debatenight snacks ready to go. Clinton Family cookie recipe! #ImWithHer @HillaryClinton https://t.co/fvIm1TzhR1,1,2,
1713228593,5/2/2018 18:49:27,3639839694,5/2/2018 18:48:43,false,neodev,0.7033,43936902,KEN,"","",154.79.40.150,1,We've got our #debatenight snacks ready to go. Clinton Family cookie recipe! #ImWithHer @HillaryClinton https://t.co/fvIm1TzhR1,1,2,
1713228593,5/2/2018 18:49:27,3639839755,5/2/2018 18:48:42,false,clixsense,0.7233,41464708,BGR,61,Varna,79.100.58.204,1,We've got our #debatenight snacks ready to go. Clinton Family cookie recipe! #ImWithHer @HillaryClinton https://t.co/fvIm1TzhR1,1,2,
1713228593,5/2/2018 18:50:07,3639840938,5/2/2018 18:48:51,false,clixsense,0.72,44291437,TUR,"","",176.237.80.94,2,We've got our #debatenight snacks ready to go. Clinton Family cookie recipe! #ImWithHer @HillaryClinton https://t.co/fvIm1TzhR1,1,2,
1713228593,5/2/2018 18:50:50,3639842513,5/2/2018 18:48:49,false,elite,0.7044,42479591,SRB,00,Belgrade,109.92.124.244,1,We've got our #debatenight snacks ready to go. Clinton Family cookie recipe! #ImWithHer @HillaryClinton https://t.co/fvIm1TzhR1,1,2,
1713228593,5/2/2018 19:22:38,3639899746,5/2/2018 19:19:22,false,elite,0.5726,42284682,SRB,"","",185.37.26.57,2,We've got our #debatenight snacks ready to go. Clinton Family cookie recipe! #ImWithHer @HillaryClinton https://t.co/fvIm1TzhR1,1,2,
1713228594,5/2/2018 18:48:36,3639838351,5/2/2018 18:48:10,false,instagc,0.6667,22431902,GBR,G6,Hull,5.198.34.32,1,Get fired up Tonight.  There is too much at stake in this election.  Hillary Clinton needs your help.  Join me in... https://t.co/aqOQQX2oYj,1,3,
1713228594,5/2/2018 18:48:39,3639838430,5/2/2018 18:48:11,false,neodev,0.7033,43936902,KEN,"","",154.79.40.150,1,Get fired up Tonight.  There is too much at stake in this election.  Hillary Clinton needs your help.  Join me in... https://t.co/aqOQQX2oYj,1,3,
1713228594,5/2/2018 18:48:40,3639838446,5/2/2018 18:47:58,false,clixsense,0.7233,41464708,BGR,61,Varna,79.100.58.204,1,Get fired up Tonight.  There is too much at stake in this election.  Hillary Clinton needs your help.  Join me in... https://t.co/aqOQQX2oYj,1,3,
1713228594,5/2/2018 18:49:33,3639840010,5/2/2018 18:48:16,false,clixsense,0.3333,36841019,IND,16,Mumbai,49.33.99.125,2,Get fired up Tonight.  There is too much at stake in this election.  Hillary Clinton needs your help.  Join me in... https://t.co/aqOQQX2oYj,1,3,
1713228594,5/2/2018 18:49:46,3639840254,5/2/2018 18:48:21,false,elite,0.5726,42284682,SRB,"","",185.37.26.57,2,Get fired up Tonight.  There is too much at stake in this election.  Hillary Clinton needs your help.  Join me in... https://t.co/aqOQQX2oYj,1,3,
1713228594,5/2/2018 18:49:57,3639840681,5/2/2018 18:48:05,false,elite,0.5978,36378612,BIH,01,Zivinice,109.175.6.99,1,Get fired up Tonight.  There is too much at stake in this election.  Hillary Clinton needs your help.  Join me in... https://t.co/aqOQQX2oYj,1,3,
1713228594,5/2/2018 18:51:09,3639843120,5/2/2018 18:48:14,false,neodev,0.6857,43966055,EGY,11,Cairo,156.204.148.66,1,Get fired up Tonight.  There is too much at stake in this election.  Hillary Clinton needs your help.  Join me in... https://t.co/aqOQQX2oYj,1,3,
1713228595,5/2/2018 18:48:36,3639838333,5/2/2018 18:48:10,false,instagc,0.6667,22431902,GBR,G6,Hull,5.198.34.32,1,Look at Hillary she's our angel #debatenight,1,4,
1713228595,5/2/2018 18:48:39,3639838428,5/2/2018 18:48:11,false,neodev,0.7033,43936902,KEN,"","",154.79.40.150,1,Look at Hillary she's our angel #debatenight,1,4,
1713228595,5/2/2018 18:48:40,3639838449,5/2/2018 18:47:58,false,clixsense,0.7233,41464708,BGR,61,Varna,79.100.58.204,1,Look at Hillary she's our angel #debatenight,1,4,
1713228595,5/2/2018 18:49:33,3639840003,5/2/2018 18:48:16,false,clixsense,0.3333,36841019,IND,16,Mumbai,49.33.99.125,1,Look at Hillary she's our angel #debatenight,1,4,
1713228595,5/2/2018 18:49:46,3639840252,5/2/2018 18:48:21,false,elite,0.5726,42284682,SRB,"","",185.37.26.57,1,Look at Hillary she's our angel #debatenight,1,4,
1713228595,5/2/2018 18:49:57,3639840678,5/2/2018 18:48:05,false,elite,0.5978,36378612,BIH,01,Zivinice,109.175.6.99,1,Look at Hillary she's our angel #debatenight,1,4,
1713228595,5/2/2018 18:51:09,3639843125,5/2/2018 18:48:14,false,neodev,0.6857,43966055,EGY,11,Cairo,156.204.148.66,1,Look at Hillary she's our angel #debatenight,1,4,
1713228596,5/2/2018 18:47:57,3639836990,5/2/2018 18:47:31,false,clixsense,0.7233,41464708,BGR,61,Varna,79.100.58.204,1,Good luck Hillary.... Time to roll!! https://t.co/zQfZQpckHl,1,5,
1713228596,5/2/2018 18:48:22,3639837893,5/2/2018 18:47:48,false,neodev,0.7625,44116459,VEN,"","",186.90.99.150,1,Good luck Hillary.... Time to roll!! https://t.co/zQfZQpckHl,1,5,
1713228596,5/2/2018 18:48:26,3639837966,5/2/2018 18:47:46,false,elite,0.7413,43875273,BRA,27,Ouro Fino,177.38.104.139,1,Good luck Hillary.... Time to roll!! https://t.co/zQfZQpckHl,1,5,
1713228596,5/2/2018 18:48:48,3639838661,5/2/2018 18:47:46,false,clixsense,0.72,44291437,TUR,"","",176.237.80.94,1,Good luck Hillary.... Time to roll!! https://t.co/zQfZQpckHl,1,5,
1713228596,5/2/2018 18:49:32,3639839909,5/2/2018 18:47:54,false,neodev,0.8262,43840260,VEN,20,San Cristóbal,186.24.13.108,1,Good luck Hillary.... Time to roll!! https://t.co/zQfZQpckHl,1,5,
1713228596,5/2/2018 18:50:44,3639842378,5/2/2018 18:47:48,false,neodev,0.88,43765666,VEN,07,Valencia,186.89.124.250,1,Good luck Hillary.... Time to roll!! https://t.co/zQfZQpckHl,1,5,
1713228596,5/2/2018 18:58:41,3639857362,5/2/2018 18:48:08,false,neodev,0.8286,31663768,VEN,"","",190.36.176.18,1,Good luck Hillary.... Time to roll!! https://t.co/zQfZQpckHl,1,5,
1713228597,5/2/2018 18:48:04,3639837180,5/2/2018 18:47:03,false,elite,0.5978,36378612,BIH,01,Zivinice,109.175.6.99,2,@SunRaie @JmasAmissah @Cue_Tee_Py yep time to watch debate hillary better finish him off she struggled last timw,1,6,
1713228597,5/2/2018 18:48:08,3639837334,5/2/2018 18:47:21,false,neodev,0.7033,43936902,KEN,"","",154.79.40.150,1,@SunRaie @JmasAmissah @Cue_Tee_Py yep time to watch debate hillary better finish him off she struggled last timw,1,6,
1713228597,5/2/2018 18:48:18,3639837749,5/2/2018 18:47:13,false,elite,0.5726,42284682,SRB,"","",185.37.26.57,1,@SunRaie @JmasAmissah @Cue_Tee_Py yep time to watch debate hillary better finish him off she struggled last timw,1,6,
1713228597,5/2/2018 18:48:47,3639838660,5/2/2018 18:47:15,false,elite,0.7044,42479591,SRB,00,Belgrade,109.92.124.244,3,@SunRaie @JmasAmissah @Cue_Tee_Py yep time to watch debate hillary better finish him off she struggled last timw,1,6,
1713228597,5/2/2018 18:49:37,3639840101,5/2/2018 18:47:30,false,elite,0.6,39838265,RUS,16,Cheboksary,109.248.200.142,1,@SunRaie @JmasAmissah @Cue_Tee_Py yep time to watch debate hillary better finish him off she struggled last timw,1,6,
1713228597,5/2/2018 18:51:25,3639843580,5/2/2018 18:47:31,false,elite,0.68,43716648,VEN,25,Caracas,186.167.243.50,1,@SunRaie @JmasAmissah @Cue_Tee_Py yep time to watch debate hillary better finish him off she struggled last timw,1,6,
1713228597,5/2/2018 19:18:50,3639893715,5/2/2018 19:17:24,false,elite,0.7413,43875273,BRA,27,Ouro Fino,177.38.104.139,2,@SunRaie @JmasAmissah @Cue_Tee_Py yep time to watch debate hillary better finish him off she struggled last timw,1,6,
1713228598,5/2/2018 18:46:15,3639833767,5/2/2018 18:45:26,false,neodev,0.7625,44116459,VEN,"","",186.90.99.150,1,Hillary wears all white because she fears NOTHING #debate,1,7,
1713228598,5/2/2018 18:46:42,3639834723,5/2/2018 18:45:55,false,neodev,0.7033,43936902,KEN,"","",154.79.40.150,1,Hillary wears all white because she fears NOTHING #debate,1,7,
1713228598,5/2/2018 18:47:01,3639835495,5/2/2018 18:46:12,false,elite,0.5978,36378612,BIH,01,Zivinice,109.175.6.99,2,Hillary wears all white because she fears NOTHING #debate,1,7,
1713228598,5/2/2018 18:47:29,3639836221,5/2/2018 18:46:03,false,clixsense,0.7233,41464708,BGR,61,Varna,79.100.58.204,1,Hillary wears all white because she fears NOTHING #debate,1,7,
1713228598,5/2/2018 18:49:11,3639839175,5/2/2018 18:48:37,false,instagc,0.6667,22431902,GBR,G6,Hull,5.198.34.32,1,Hillary wears all white because she fears NOTHING #debate,1,7,
1713228598,5/2/2018 19:17:51,3639892080,5/2/2018 19:16:59,false,neodev,0.5667,44118920,VEN,13,Barquisimeto,186.91.199.254,1,Hillary wears all white because she fears NOTHING #debate,1,7,
1713228598,5/2/2018 21:26:20,3640107234,5/2/2018 21:18:24,false,neodev,0.6286,43858282,VEN,25,Caracas,190.38.247.222,1,Hillary wears all white because she fears NOTHING #debate,1,7,
1713228599,5/2/2018 18:47:57,3639836994,5/2/2018 18:47:31,false,clixsense,0.7233,41464708,BGR,61,Varna,79.100.58.204,1,"Clinton's hair is ON-POINT. Great start, woman! #DebateNight",1,8,
1713228599,5/2/2018 18:48:22,3639837896,5/2/2018 18:47:48,false,neodev,0.7625,44116459,VEN,"","",186.90.99.150,1,"Clinton's hair is ON-POINT. Great start, woman! #DebateNight",1,8,
1713228599,5/2/2018 18:48:26,3639837958,5/2/2018 18:47:46,false,elite,0.7413,43875273,BRA,27,Ouro Fino,177.38.104.139,1,"Clinton's hair is ON-POINT. Great start, woman! #DebateNight",1,8,
1713228599,5/2/2018 18:48:48,3639838663,5/2/2018 18:47:46,false,clixsense,0.72,44291437,TUR,"","",176.237.80.94,1,"Clinton's hair is ON-POINT. Great start, woman! #DebateNight",1,8,
1713228599,5/2/2018 18:49:32,3639839895,5/2/2018 18:47:54,false,neodev,0.8262,43840260,VEN,20,San Cristóbal,186.24.13.108,1,"Clinton's hair is ON-POINT. Great start, woman! #DebateNight",1,8,
1713228599,5/2/2018 18:50:44,3639842375,5/2/2018 18:47:48,false,neodev,0.88,43765666,VEN,07,Valencia,186.89.124.250,1,"Clinton's hair is ON-POINT. Great start, woman! #DebateNight",1,8,
1713228599,5/2/2018 18:58:41,3639857365,5/2/2018 18:48:08,false,neodev,0.8286,31663768,VEN,"","",190.36.176.18,1,"Clinton's hair is ON-POINT. Great start, woman! #DebateNight",1,8,
1713228600,5/2/2018 18:47:12,3639835625,5/2/2018 18:46:17,false,elite,0.5726,42284682,SRB,"","",185.37.26.57,1,She looks great! Hillary got her hair did to destroy this man. #debate #truvys https://t.co/wYMN3lbrPw,1,9,
1713228600,5/2/2018 18:47:18,3639835931,5/2/2018 18:46:47,false,neodev,0.7033,43936902,KEN,"","",154.79.40.150,1,She looks great! Hillary got her hair did to destroy this man. #debate #truvys https://t.co/wYMN3lbrPw,1,9,
1713228600,5/2/2018 18:47:43,3639836717,5/2/2018 18:46:40,false,neodev,0.7625,44116459,VEN,"","",186.90.99.150,1,She looks great! Hillary got her hair did to destroy this man. #debate #truvys https://t.co/wYMN3lbrPw,1,9,
1713228600,5/2/2018 18:47:44,3639836740,5/2/2018 18:46:43,false,elite,0.7413,43875273,BRA,27,Ouro Fino,177.38.104.139,1,She looks great! Hillary got her hair did to destroy this man. #debate #truvys https://t.co/wYMN3lbrPw,1,9,
1713228600,5/2/2018 18:49:32,3639839967,5/2/2018 18:48:36,false,neodev,0.75,36113457,EGY,11,Cairo,41.237.59.8,1,She looks great! Hillary got her hair did to destroy this man. #debate #truvys https://t.co/wYMN3lbrPw,1,9,
1713228600,5/2/2018 18:52:46,3639846287,5/2/2018 18:51:14,false,elite,0.7044,42479591,SRB,00,Belgrade,109.92.124.244,1,She looks great! Hillary got her hair did to destroy this man. #debate #truvys https://t.co/wYMN3lbrPw,1,9,
1713228600,5/2/2018 19:20:53,3639896828,5/2/2018 19:16:57,false,neodev,0.8262,43840260,VEN,20,San Cristóbal,186.24.13.108,1,She looks great! Hillary got her hair did to destroy this man. #debate #truvys https://t.co/wYMN3lbrPw,1,9,
1713228601,5/2/2018 18:48:04,3639837187,5/2/2018 18:47:03,false,elite,0.5978,36378612,BIH,01,Zivinice,109.175.6.99,1,hillary looks like shes from a ya dystopian book-turned-film and tbh i love it,1,10,
1713228601,5/2/2018 18:48:08,3639837354,5/2/2018 18:47:21,false,neodev,0.7033,43936902,KEN,"","",154.79.40.150,1,hillary looks like shes from a ya dystopian book-turned-film and tbh i love it,1,10,
1713228601,5/2/2018 18:48:18,3639837752,5/2/2018 18:47:13,false,elite,0.5726,42284682,SRB,"","",185.37.26.57,1,hillary looks like shes from a ya dystopian book-turned-film and tbh i love it,1,10,
1713228601,5/2/2018 18:48:47,3639838653,5/2/2018 18:47:15,false,elite,0.7044,42479591,SRB,00,Belgrade,109.92.124.244,1,hillary looks like shes from a ya dystopian book-turned-film and tbh i love it,1,10,
1713228601,5/2/2018 18:49:37,3639840100,5/2/2018 18:47:30,false,elite,0.6,39838265,RUS,16,Cheboksary,109.248.200.142,1,hillary looks like shes from a ya dystopian book-turned-film and tbh i love it,1,10,
1713228601,5/2/2018 18:51:25,3639843587,5/2/2018 18:47:31,false,elite,0.68,43716648,VEN,25,Caracas,186.167.243.50,1,hillary looks like shes from a ya dystopian book-turned-film and tbh i love it,1,10,
1713228601,5/2/2018 19:18:50,3639893718,5/2/2018 19:17:24,false,elite,0.7413,43875273,BRA,27,Ouro Fino,177.38.104.139,1,hillary looks like shes from a ya dystopian book-turned-film and tbh i love it,1,10,
1713228602,5/2/2018 18:47:12,3639835626,5/2/2018 18:46:17,false,elite,0.5726,42284682,SRB,"","",185.37.26.57,3,I want another bug to fly onto Hillary's face lol,3,11,
1713228602,5/2/2018 18:47:18,3639835936,5/2/2018 18:46:47,false,neodev,0.7033,43936902,KEN,"","",154.79.40.150,3,I want another bug to fly onto Hillary's face lol,3,11,
1713228602,5/2/2018 18:47:43,3639836725,5/2/2018 18:46:40,false,neodev,0.7625,44116459,VEN,"","",186.90.99.150,3,I want another bug to fly onto Hillary's face lol,3,11,
1713228602,5/2/2018 18:47:44,3639836742,5/2/2018 18:46:43,false,elite,0.7413,43875273,BRA,27,Ouro Fino,177.38.104.139,3,I want another bug to fly onto Hillary's face lol,3,11,
1713228602,5/2/2018 18:49:32,3639839958,5/2/2018 18:48:36,false,neodev,0.75,36113457,EGY,11,Cairo,41.237.59.8,3,I want another bug to fly onto Hillary's face lol,3,11,
1713228602,5/2/2018 18:52:46,3639846302,5/2/2018 18:51:14,false,elite,0.7044,42479591,SRB,00,Belgrade,109.92.124.244,3,I want another bug to fly onto Hillary's face lol,3,11,
1713228602,5/2/2018 19:20:53,3639896825,5/2/2018 19:16:57,false,neodev,0.8262,43840260,VEN,20,San Cristóbal,186.24.13.108,3,I want another bug to fly onto Hillary's face lol,3,11,
1713228603,5/2/2018 18:47:57,3639836989,5/2/2018 18:47:31,false,clixsense,0.7233,41464708,BGR,61,Varna,79.100.58.204,3,@hannahrobinett @mrmedina Hillary is nasty,3,12,
1713228603,5/2/2018 18:48:22,3639837898,5/2/2018 18:47:48,false,neodev,0.7625,44116459,VEN,"","",186.90.99.150,3,@hannahrobinett @mrmedina Hillary is nasty,3,12,
1713228603,5/2/2018 18:48:26,3639837954,5/2/2018 18:47:46,false,elite,0.7413,43875273,BRA,27,Ouro Fino,177.38.104.139,3,@hannahrobinett @mrmedina Hillary is nasty,3,12,
1713228603,5/2/2018 18:48:48,3639838662,5/2/2018 18:47:46,false,clixsense,0.72,44291437,TUR,"","",176.237.80.94,3,@hannahrobinett @mrmedina Hillary is nasty,3,12,
1713228603,5/2/2018 18:49:32,3639839925,5/2/2018 18:47:54,false,neodev,0.8262,43840260,VEN,20,San Cristóbal,186.24.13.108,3,@hannahrobinett @mrmedina Hillary is nasty,3,12,
1713228603,5/2/2018 18:50:44,3639842368,5/2/2018 18:47:48,false,neodev,0.88,43765666,VEN,07,Valencia,186.89.124.250,3,@hannahrobinett @mrmedina Hillary is nasty,3,12,
1713228603,5/2/2018 18:58:41,3639857360,5/2/2018 18:48:08,false,neodev,0.8286,31663768,VEN,"","",190.36.176.18,3,@hannahrobinett @mrmedina Hillary is nasty,3,12,
1713228604,5/2/2018 18:47:12,3639835624,5/2/2018 18:46:17,false,elite,0.5726,42284682,SRB,"","",185.37.26.57,3,"Oh, Hillary now need deplorables!!!  ALL Deplorables!!  And then she will tax the hell out of us! #Debates",3,13,
1713228604,5/2/2018 18:47:18,3639835935,5/2/2018 18:46:47,false,neodev,0.7033,43936902,KEN,"","",154.79.40.150,3,"Oh, Hillary now need deplorables!!!  ALL Deplorables!!  And then she will tax the hell out of us! #Debates",3,13,
1713228604,5/2/2018 18:47:43,3639836727,5/2/2018 18:46:40,false,neodev,0.7625,44116459,VEN,"","",186.90.99.150,1,"Oh, Hillary now need deplorables!!!  ALL Deplorables!!  And then she will tax the hell out of us! #Debates",3,13,
1713228604,5/2/2018 18:47:44,3639836734,5/2/2018 18:46:43,false,elite,0.7413,43875273,BRA,27,Ouro Fino,177.38.104.139,3,"Oh, Hillary now need deplorables!!!  ALL Deplorables!!  And then she will tax the hell out of us! #Debates",3,13,
1713228604,5/2/2018 18:49:32,3639839977,5/2/2018 18:48:36,false,neodev,0.75,36113457,EGY,11,Cairo,41.237.59.8,3,"Oh, Hillary now need deplorables!!!  ALL Deplorables!!  And then she will tax the hell out of us! #Debates",3,13,
1713228604,5/2/2018 18:52:46,3639846292,5/2/2018 18:51:14,false,elite,0.7044,42479591,SRB,00,Belgrade,109.92.124.244,3,"Oh, Hillary now need deplorables!!!  ALL Deplorables!!  And then she will tax the hell out of us! #Debates",3,13,
1713228604,5/2/2018 19:20:53,3639896831,5/2/2018 19:16:57,false,neodev,0.8262,43840260,VEN,20,San Cristóbal,186.24.13.108,3,"Oh, Hillary now need deplorables!!!  ALL Deplorables!!  And then she will tax the hell out of us! #Debates",3,13,
1713228605,5/2/2018 18:48:04,3639837183,5/2/2018 18:47:03,false,elite,0.5978,36378612,BIH,01,Zivinice,109.175.6.99,3,"""I\'m reaching out to all Americans - democrats, republicans and independents...but not libertarians. Fuck those people."" - Hillary Clinton",3,14,
1713228605,5/2/2018 18:48:08,3639837357,5/2/2018 18:47:21,false,neodev,0.7033,43936902,KEN,"","",154.79.40.150,3,"""I\'m reaching out to all Americans - democrats, republicans and independents...but not libertarians. Fuck those people."" - Hillary Clinton",3,14,
1713228605,5/2/2018 18:48:18,3639837753,5/2/2018 18:47:13,false,elite,0.5726,42284682,SRB,"","",185.37.26.57,2,"""I\'m reaching out to all Americans - democrats, republicans and independents...but not libertarians. Fuck those people."" - Hillary Clinton",3,14,
1713228605,5/2/2018 18:48:47,3639838657,5/2/2018 18:47:15,false,elite,0.7044,42479591,SRB,00,Belgrade,109.92.124.244,3,"""I\'m reaching out to all Americans - democrats, republicans and independents...but not libertarians. Fuck those people."" - Hillary Clinton",3,14,
1713228605,5/2/2018 18:49:37,3639840099,5/2/2018 18:47:30,false,elite,0.6,39838265,RUS,16,Cheboksary,109.248.200.142,3,"""I\'m reaching out to all Americans - democrats, republicans and independents...but not libertarians. Fuck those people."" - Hillary Clinton",3,14,
1713228605,5/2/2018 18:51:25,3639843574,5/2/2018 18:47:31,false,elite,0.68,43716648,VEN,25,Caracas,186.167.243.50,3,"""I\'m reaching out to all Americans - democrats, republicans and independents...but not libertarians. Fuck those people."" - Hillary Clinton",3,14,
1713228605,5/2/2018 19:18:50,3639893720,5/2/2018 19:17:24,false,elite,0.7413,43875273,BRA,27,Ouro Fino,177.38.104.139,3,"""I\'m reaching out to all Americans - democrats, republicans and independents...but not libertarians. Fuck those people."" - Hillary Clinton",3,14,
1713228606,5/2/2018 18:46:15,3639833761,5/2/2018 18:45:26,false,neodev,0.7625,44116459,VEN,"","",186.90.99.150,2,"So we're not deplorable, or super predators, or basement dwellers any more, Hillary? LOL\n#debate #debatenight",3,15,
1713228606,5/2/2018 18:46:42,3639834726,5/2/2018 18:45:55,false,neodev,0.7033,43936902,KEN,"","",154.79.40.150,3,"So we're not deplorable, or super predators, or basement dwellers any more, Hillary? LOL\n#debate #debatenight",3,15,
1713228606,5/2/2018 18:47:01,3639835483,5/2/2018 18:46:12,false,elite,0.5978,36378612,BIH,01,Zivinice,109.175.6.99,3,"So we're not deplorable, or super predators, or basement dwellers any more, Hillary? LOL\n#debate #debatenight",3,15,
1713228606,5/2/2018 18:47:29,3639836219,5/2/2018 18:46:03,false,clixsense,0.7233,41464708,BGR,61,Varna,79.100.58.204,3,"So we're not deplorable, or super predators, or basement dwellers any more, Hillary? LOL\n#debate #debatenight",3,15,
1713228606,5/2/2018 18:49:11,3639839181,5/2/2018 18:48:37,false,instagc,0.6667,22431902,GBR,G6,Hull,5.198.34.32,3,"So we're not deplorable, or super predators, or basement dwellers any more, Hillary? LOL\n#debate #debatenight",3,15,
1713228606,5/2/2018 19:17:51,3639892078,5/2/2018 19:16:59,false,neodev,0.5667,44118920,VEN,13,Barquisimeto,186.91.199.254,3,"So we're not deplorable, or super predators, or basement dwellers any more, Hillary? LOL\n#debate #debatenight",3,15,
1713228606,5/2/2018 21:26:20,3640107230,5/2/2018 21:18:24,false,neodev,0.6286,43858282,VEN,25,Caracas,190.38.247.222,3,"So we're not deplorable, or super predators, or basement dwellers any more, Hillary? LOL\n#debate #debatenight",3,15,
